IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.19.68.159,4,4,0.00,280.96,0.00,N/A
104.16.104.29,4,4,0.00,281.01,0.00,N/A
104.21.6.46,4,4,0.00,281.25,0.00,N/A
104.16.107.88,4,4,0.00,281.27,0.00,N/A
172.65.13.84,4,4,0.00,281.30,0.00,N/A
104.21.198.127,4,4,0.00,281.31,0.00,N/A
104.25.18.116,4,4,0.00,281.41,0.00,N/A
104.19.85.193,4,4,0.00,281.42,0.00,N/A
104.17.81.128,4,4,0.00,281.43,0.00,N/A
104.20.15.144,4,4,0.00,281.64,0.00,N/A
172.65.12.240,4,4,0.00,281.75,0.00,N/A
172.66.201.89,4,4,0.00,281.88,0.00,N/A
104.17.90.139,4,4,0.00,281.90,0.00,N/A
104.17.83.60,4,4,0.00,281.95,0.00,N/A
104.21.34.44,4,4,0.00,281.98,0.00,N/A
104.27.107.247,4,4,0.00,281.99,0.00,N/A
172.67.165.109,4,4,0.00,282.07,0.00,N/A
172.65.26.85,4,4,0.00,282.19,0.00,N/A
172.64.184.101,4,4,0.00,282.21,0.00,N/A
104.21.119.181,4,4,0.00,282.25,0.00,N/A
104.19.70.221,4,4,0.00,282.26,0.00,N/A
104.16.105.63,4,4,0.00,282.39,0.00,N/A
104.21.30.194,4,4,0.00,282.40,0.00,N/A
104.19.133.189,4,4,0.00,282.42,0.00,N/A
104.27.92.42,4,4,0.00,282.49,0.00,N/A
104.19.134.25,4,4,0.00,282.63,0.00,N/A
172.67.242.46,4,4,0.00,282.70,0.00,N/A
104.19.52.209,4,4,0.00,282.75,0.00,N/A
104.21.215.3,4,4,0.00,282.89,0.00,N/A
104.16.205.170,4,4,0.00,282.99,0.00,N/A
104.16.141.89,4,4,0.00,283.01,0.00,N/A
172.67.152.71,4,4,0.00,283.11,0.00,N/A
104.21.108.226,4,4,0.00,283.12,0.00,N/A
172.65.56.172,4,4,0.00,283.14,0.00,N/A
104.25.176.124,4,4,0.00,283.22,0.00,N/A
104.17.79.71,4,4,0.00,283.33,0.00,N/A
104.19.113.28,4,4,0.00,283.42,0.00,N/A
104.17.82.118,4,4,0.00,283.44,0.00,N/A
172.67.244.42,4,4,0.00,283.53,0.00,N/A
104.16.102.23,4,4,0.00,283.59,0.00,N/A
104.19.75.13,4,4,0.00,283.60,0.00,N/A
104.17.84.249,4,4,0.00,283.69,0.00,N/A
104.16.140.109,4,4,0.00,283.84,0.00,N/A
104.19.12.194,4,4,0.00,283.86,0.00,N/A
104.25.127.73,4,4,0.00,283.92,0.00,N/A
104.25.172.102,4,4,0.00,284.13,0.00,N/A
104.21.92.168,4,4,0.00,284.17,0.00,N/A
104.21.82.66,4,4,0.00,284.27,0.00,N/A
172.67.241.55,4,4,0.00,284.30,0.00,N/A
104.19.11.194,4,4,0.00,284.43,0.00,N/A
104.19.171.63,4,4,0.00,284.47,0.00,N/A
104.19.249.5,4,4,0.00,284.49,0.00,N/A
104.21.214.58,4,4,0.00,284.54,0.00,N/A
104.17.85.222,4,4,0.00,284.55,0.00,N/A
104.16.100.201,4,4,0.00,284.59,0.00,N/A
104.19.65.114,4,4,0.00,284.60,0.00,N/A
104.25.162.82,4,4,0.00,284.78,0.00,N/A
104.16.90.31,4,4,0.00,284.85,0.00,N/A
104.21.211.2,4,4,0.00,284.89,0.00,N/A
172.67.239.51,4,4,0.00,285.06,0.00,N/A
172.67.238.206,4,4,0.00,285.10,0.00,N/A
104.21.109.240,4,4,0.00,285.11,0.00,N/A
104.16.208.35,4,4,0.00,285.13,0.00,N/A
104.19.69.25,4,4,0.00,285.14,0.00,N/A
104.16.86.209,4,4,0.00,285.21,0.00,N/A
104.21.31.243,4,4,0.00,285.27,0.00,N/A
104.21.33.243,4,4,0.00,285.27,0.00,N/A
104.19.110.33,4,4,0.00,285.31,0.00,N/A
104.16.97.6,4,4,0.00,285.44,0.00,N/A
104.17.63.37,4,4,0.00,285.48,0.00,N/A
104.19.67.63,4,4,0.00,285.50,0.00,N/A
104.21.29.51,4,4,0.00,285.56,0.00,N/A
104.16.98.140,4,4,0.00,285.59,0.00,N/A
104.16.168.148,4,4,0.00,285.62,0.00,N/A
104.21.20.23,4,4,0.00,285.80,0.00,N/A
104.21.32.167,4,4,0.00,285.82,0.00,N/A
104.25.109.73,4,4,0.00,285.82,0.00,N/A
104.25.35.160,4,4,0.00,285.98,0.00,N/A
104.27.90.87,4,4,0.00,286.03,0.00,N/A
104.21.107.134,4,4,0.00,286.03,0.00,N/A
104.16.94.3,4,4,0.00,286.07,0.00,N/A
104.21.104.165,4,4,0.00,286.12,0.00,N/A
104.17.68.20,4,4,0.00,286.16,0.00,N/A
104.16.95.123,4,4,0.00,286.27,0.00,N/A
104.16.96.56,4,4,0.00,286.39,0.00,N/A
104.21.28.82,4,4,0.00,286.60,0.00,N/A
104.16.88.77,4,4,0.00,286.61,0.00,N/A
104.19.37.56,4,4,0.00,286.64,0.00,N/A
104.19.102.109,4,4,0.00,286.71,0.00,N/A
172.66.195.62,4,4,0.00,286.72,0.00,N/A
104.19.36.48,4,4,0.00,286.76,0.00,N/A
172.66.192.203,4,4,0.00,286.84,0.00,N/A
104.19.72.50,4,4,0.00,286.99,0.00,N/A
104.16.81.207,4,4,0.00,287.02,0.00,N/A
104.16.84.18,4,4,0.00,287.06,0.00,N/A
104.16.85.47,4,4,0.00,287.09,0.00,N/A
104.19.13.166,4,4,0.00,287.11,0.00,N/A
104.21.102.102,4,4,0.00,287.11,0.00,N/A
104.17.77.101,4,4,0.00,287.18,0.00,N/A
104.25.92.181,4,4,0.00,287.28,0.00,N/A
104.16.250.106,4,4,0.00,287.28,0.00,N/A
104.27.10.97,4,4,0.00,287.36,0.00,N/A
104.19.9.135,4,4,0.00,287.43,0.00,N/A
104.21.27.106,4,4,0.00,287.43,0.00,N/A
104.17.69.112,4,4,0.00,287.43,0.00,N/A
172.66.133.103,4,4,0.00,287.44,0.00,N/A
104.25.124.94,4,4,0.00,287.57,0.00,N/A
172.66.212.186,4,4,0.00,287.61,0.00,N/A
104.19.57.222,4,4,0.00,287.75,0.00,N/A
104.19.190.180,4,4,0.00,287.76,0.00,N/A
104.16.235.225,4,4,0.00,287.85,0.00,N/A
104.19.114.11,4,4,0.00,287.93,0.00,N/A
104.27.85.238,4,4,0.00,287.94,0.00,N/A
172.67.223.28,4,4,0.00,288.00,0.00,N/A
104.17.80.8,4,4,0.00,288.01,0.00,N/A
104.19.192.230,4,4,0.00,288.02,0.00,N/A
104.16.244.87,4,4,0.00,288.08,0.00,N/A
104.17.73.12,4,4,0.00,288.23,0.00,N/A
104.21.25.210,4,4,0.00,288.25,0.00,N/A
172.67.231.152,4,4,0.00,288.33,0.00,N/A
104.21.23.118,4,4,0.00,288.35,0.00,N/A
104.16.161.100,4,4,0.00,288.38,0.00,N/A
104.19.59.135,4,4,0.00,288.54,0.00,N/A
104.21.19.100,4,4,0.00,288.58,0.00,N/A
104.19.189.167,4,4,0.00,288.62,0.00,N/A
104.16.216.211,4,4,0.00,288.73,0.00,N/A
104.19.60.72,4,4,0.00,288.80,0.00,N/A
104.16.204.25,4,4,0.00,288.88,0.00,N/A
104.19.127.62,4,4,0.00,289.18,0.00,N/A
104.16.93.81,4,4,0.00,289.23,0.00,N/A
104.21.24.180,4,4,0.00,289.28,0.00,N/A
104.19.186.52,4,4,0.00,289.37,0.00,N/A
104.27.41.209,4,4,0.00,289.49,0.00,N/A
104.17.2.86,4,4,0.00,289.53,0.00,N/A
104.19.64.222,4,4,0.00,289.56,0.00,N/A
104.21.26.94,4,4,0.00,289.58,0.00,N/A
104.19.191.218,4,4,0.00,289.59,0.00,N/A
104.21.97.59,4,4,0.00,289.59,0.00,N/A
104.16.91.124,4,4,0.00,289.63,0.00,N/A
104.17.74.7,4,4,0.00,289.65,0.00,N/A
104.16.89.97,4,4,0.00,289.69,0.00,N/A
104.20.0.216,4,4,0.00,289.69,0.00,N/A
104.17.70.73,4,4,0.00,289.75,0.00,N/A
104.27.116.4,4,4,0.00,289.79,0.00,N/A
104.17.53.58,4,4,0.00,289.86,0.00,N/A
104.25.137.183,4,4,0.00,289.94,0.00,N/A
104.16.92.234,4,4,0.00,289.98,0.00,N/A
104.19.187.212,4,4,0.00,290.10,0.00,N/A
104.21.101.1,4,4,0.00,290.11,0.00,N/A
104.19.53.76,4,4,0.00,290.13,0.00,N/A
104.17.64.245,4,4,0.00,290.20,0.00,N/A
104.21.55.92,4,4,0.00,290.32,0.00,N/A
104.17.72.117,4,4,0.00,290.33,0.00,N/A
104.17.54.9,4,4,0.00,290.34,0.00,N/A
104.25.170.82,4,4,0.00,290.37,0.00,N/A
104.21.35.97,4,4,0.00,290.40,0.00,N/A
104.16.87.215,4,4,0.00,290.41,0.00,N/A
104.25.168.175,4,4,0.00,290.52,0.00,N/A
104.16.78.153,4,4,0.00,290.57,0.00,N/A
104.17.61.188,4,4,0.00,290.60,0.00,N/A
104.18.57.42,4,4,0.00,290.63,0.00,N/A
104.21.21.105,4,4,0.00,290.68,0.00,N/A
104.16.248.70,4,4,0.00,290.72,0.00,N/A
104.19.32.91,4,4,0.00,290.86,0.00,N/A
104.21.22.82,4,4,0.00,290.93,0.00,N/A
104.21.18.163,4,4,0.00,290.95,0.00,N/A
104.17.65.169,4,4,0.00,291.04,0.00,N/A
104.16.252.60,4,4,0.00,291.09,0.00,N/A
104.16.253.101,4,4,0.00,291.16,0.00,N/A
104.19.105.244,4,4,0.00,291.16,0.00,N/A
104.17.71.89,4,4,0.00,291.17,0.00,N/A
104.25.106.242,4,4,0.00,291.23,0.00,N/A
104.25.32.235,4,4,0.00,291.31,0.00,N/A
104.19.122.17,4,4,0.00,291.34,0.00,N/A
104.19.132.6,4,4,0.00,291.36,0.00,N/A
172.66.214.7,4,4,0.00,291.48,0.00,N/A
172.67.230.139,4,4,0.00,291.54,0.00,N/A
104.17.7.101,4,4,0.00,291.62,0.00,N/A
104.16.82.98,4,4,0.00,291.78,0.00,N/A
104.17.5.222,4,4,0.00,291.82,0.00,N/A
104.25.131.138,4,4,0.00,291.82,0.00,N/A
104.27.84.217,4,4,0.00,291.85,0.00,N/A
104.19.62.210,4,4,0.00,291.91,0.00,N/A
104.19.184.71,4,4,0.00,291.93,0.00,N/A
104.16.76.13,4,4,0.00,291.98,0.00,N/A
104.25.108.224,4,4,0.00,292.02,0.00,N/A
104.19.188.203,4,4,0.00,292.13,0.00,N/A
104.27.3.70,4,4,0.00,292.17,0.00,N/A
104.19.61.210,4,4,0.00,292.17,0.00,N/A
104.21.98.104,4,4,0.00,292.38,0.00,N/A
104.21.15.254,4,4,0.00,292.44,0.00,N/A
104.16.238.128,4,4,0.00,292.52,0.00,N/A
104.25.104.27,4,4,0.00,292.57,0.00,N/A
104.16.221.85,4,4,0.00,292.58,0.00,N/A
104.16.79.86,4,4,0.00,292.64,0.00,N/A
104.19.91.230,4,4,0.00,292.71,0.00,N/A
104.19.121.14,4,4,0.00,292.72,0.00,N/A
104.21.16.55,4,4,0.00,292.81,0.00,N/A
104.25.167.228,4,4,0.00,292.97,0.00,N/A
172.67.194.167,4,4,0.00,293.03,0.00,N/A
172.65.62.23,4,4,0.00,293.11,0.00,N/A
104.21.100.245,4,4,0.00,293.16,0.00,N/A
104.17.52.115,4,4,0.00,293.40,0.00,N/A
104.17.66.211,4,4,0.00,293.52,0.00,N/A
104.19.5.239,4,4,0.00,293.55,0.00,N/A
104.16.243.123,4,4,0.00,293.92,0.00,N/A
104.16.155.91,4,4,0.00,293.95,0.00,N/A
104.21.17.242,4,4,0.00,294.08,0.00,N/A
104.17.60.190,4,4,0.00,294.18,0.00,N/A
104.25.136.248,4,4,0.00,294.21,0.00,N/A
104.17.0.153,4,4,0.00,294.26,0.00,N/A
104.17.1.30,4,4,0.00,294.36,0.00,N/A
104.16.226.106,4,4,0.00,294.43,0.00,N/A
172.67.186.189,4,4,0.00,294.43,0.00,N/A
104.17.3.219,4,4,0.00,294.52,0.00,N/A
104.16.245.64,4,4,0.00,294.65,0.00,N/A
104.27.2.96,4,4,0.00,294.67,0.00,N/A
104.25.36.196,4,4,0.00,294.69,0.00,N/A
104.17.8.49,4,4,0.00,294.75,0.00,N/A
104.19.45.34,4,4,0.00,294.79,0.00,N/A
104.17.55.245,4,4,0.00,294.83,0.00,N/A
104.17.48.218,4,4,0.00,294.85,0.00,N/A
104.16.246.100,4,4,0.00,294.90,0.00,N/A
104.25.98.230,4,4,0.00,294.91,0.00,N/A
172.66.193.133,4,4,0.00,294.94,0.00,N/A
104.19.106.14,4,4,0.00,294.99,0.00,N/A
104.25.111.76,4,4,0.00,295.01,0.00,N/A
104.19.48.115,4,4,0.00,295.03,0.00,N/A
104.27.45.135,4,4,0.00,295.04,0.00,N/A
172.67.224.149,4,4,0.00,295.05,0.00,N/A
104.16.255.51,4,4,0.00,295.21,0.00,N/A
104.19.49.16,4,4,0.00,295.23,0.00,N/A
104.17.6.208,4,4,0.00,295.24,0.00,N/A
172.65.51.61,4,4,0.00,295.52,0.00,N/A
104.19.2.187,4,4,0.00,295.70,0.00,N/A
104.19.126.142,4,4,0.00,295.71,0.00,N/A
172.66.205.87,4,4,0.00,295.77,0.00,N/A
104.25.110.128,4,4,0.00,295.82,0.00,N/A
104.25.85.102,4,4,0.00,295.87,0.00,N/A
104.16.229.27,4,4,0.00,296.03,0.00,N/A
104.21.86.122,4,4,0.00,296.04,0.00,N/A
104.18.51.132,4,4,0.00,296.08,0.00,N/A
104.21.68.193,4,4,0.00,296.12,0.00,N/A
104.25.141.226,4,4,0.00,296.18,0.00,N/A
104.16.249.57,4,4,0.00,296.21,0.00,N/A
104.27.83.27,4,4,0.00,296.21,0.00,N/A
104.25.87.130,4,4,0.00,296.28,0.00,N/A
104.16.247.16,4,4,0.00,296.44,0.00,N/A
172.67.237.26,4,4,0.00,296.47,0.00,N/A
104.19.151.134,4,4,0.00,296.48,0.00,N/A
104.25.26.33,4,4,0.00,296.51,0.00,N/A
104.21.14.184,4,4,0.00,296.64,0.00,N/A
104.19.42.87,4,4,0.00,296.67,0.00,N/A
104.21.91.223,4,4,0.00,296.71,0.00,N/A
104.25.113.23,4,4,0.00,296.72,0.00,N/A
104.19.54.126,4,4,0.00,296.75,0.00,N/A
104.16.233.241,4,4,0.00,296.89,0.00,N/A
104.25.173.108,4,4,0.00,296.89,0.00,N/A
172.67.228.120,4,4,0.00,297.06,0.00,N/A
104.19.63.238,4,4,0.00,297.10,0.00,N/A
104.16.231.118,4,4,0.00,297.13,0.00,N/A
104.18.53.231,4,4,0.00,297.25,0.00,N/A
104.19.117.78,4,4,0.00,297.26,0.00,N/A
104.16.200.49,4,4,0.00,297.46,0.00,N/A
104.16.224.68,4,4,0.00,297.54,0.00,N/A
104.21.76.161,4,4,0.00,297.57,0.00,N/A
104.27.81.189,4,4,0.00,297.67,0.00,N/A
104.16.153.201,4,4,0.00,297.70,0.00,N/A
104.25.27.226,4,4,0.00,297.72,0.00,N/A
104.27.86.101,4,4,0.00,297.82,0.00,N/A
104.25.135.241,4,4,0.00,297.92,0.00,N/A
104.27.75.11,4,4,0.00,297.93,0.00,N/A
104.19.46.68,4,4,0.00,298.02,0.00,N/A
104.16.218.226,4,4,0.00,298.11,0.00,N/A
104.16.217.9,4,4,0.00,298.13,0.00,N/A
104.27.87.193,4,4,0.00,298.25,0.00,N/A
104.27.79.215,4,4,0.00,298.33,0.00,N/A
104.19.50.83,4,4,0.00,298.44,0.00,N/A
104.21.125.226,4,4,0.00,298.44,0.00,N/A
104.25.66.59,4,4,0.00,298.44,0.00,N/A
104.25.103.254,4,4,0.00,298.46,0.00,N/A
104.25.179.47,4,4,0.00,298.47,0.00,N/A
104.21.90.224,4,4,0.00,298.53,0.00,N/A
104.29.151.236,4,4,0.00,298.60,0.00,N/A
104.25.93.138,4,4,0.00,298.67,0.00,N/A
104.16.223.73,4,4,0.00,298.85,0.00,N/A
172.66.158.237,4,4,0.00,298.87,0.00,N/A
104.25.102.251,4,4,0.00,298.91,0.00,N/A
104.16.190.16,4,4,0.00,299.04,0.00,N/A
104.27.68.220,4,4,0.00,299.12,0.00,N/A
104.17.50.223,4,4,0.00,299.26,0.00,N/A
104.19.3.40,4,4,0.00,299.31,0.00,N/A
104.25.31.104,4,4,0.00,299.34,0.00,N/A
104.19.100.240,4,4,0.00,299.54,0.00,N/A
104.16.228.242,4,4,0.00,299.63,0.00,N/A
104.25.105.125,4,4,0.00,299.64,0.00,N/A
104.19.183.164,4,4,0.00,299.67,0.00,N/A
104.16.212.174,4,4,0.00,299.82,0.00,N/A
172.67.226.111,4,4,0.00,299.94,0.00,N/A
172.66.197.111,4,4,0.00,300.01,0.00,N/A
104.20.30.37,4,4,0.00,300.06,0.00,N/A
104.19.43.142,4,4,0.00,300.12,0.00,N/A
104.25.72.44,4,4,0.00,300.28,0.00,N/A
104.19.34.164,4,4,0.00,300.44,0.00,N/A
104.21.78.68,4,4,0.00,300.49,0.00,N/A
104.16.148.124,4,4,0.00,300.71,0.00,N/A
104.27.72.174,4,4,0.00,300.79,0.00,N/A
104.16.203.251,4,4,0.00,300.93,0.00,N/A
104.27.33.131,4,4,0.00,301.35,0.00,N/A
104.25.112.69,4,4,0.00,301.57,0.00,N/A
104.19.251.198,4,4,0.00,301.99,0.00,N/A
172.66.137.58,4,4,0.00,302.00,0.00,N/A
104.19.124.146,4,4,0.00,302.16,0.00,N/A
104.19.47.160,4,4,0.00,302.25,0.00,N/A
104.19.120.152,4,4,0.00,302.31,0.00,N/A
104.25.86.167,4,4,0.00,302.44,0.00,N/A
104.19.112.23,4,4,0.00,302.58,0.00,N/A
104.19.56.114,4,4,0.00,302.62,0.00,N/A
104.27.70.167,4,4,0.00,302.62,0.00,N/A
104.19.51.79,4,4,0.00,302.86,0.00,N/A
104.20.17.242,4,4,0.00,303.37,0.00,N/A
104.27.36.189,4,4,0.00,303.44,0.00,N/A
104.19.123.172,4,4,0.00,303.68,0.00,N/A
172.67.132.5,4,4,0.00,303.73,0.00,N/A
104.19.254.140,4,4,0.00,303.88,0.00,N/A
172.67.253.56,4,4,0.00,303.93,0.00,N/A
104.19.103.84,4,4,0.00,304.07,0.00,N/A
104.19.107.234,4,4,0.00,304.38,0.00,N/A
104.19.29.69,4,4,0.00,304.50,0.00,N/A
104.19.41.111,4,4,0.00,304.53,0.00,N/A
104.27.35.85,4,4,0.00,304.57,0.00,N/A
104.21.13.199,4,4,0.00,304.96,0.00,N/A
104.19.250.193,4,4,0.00,305.02,0.00,N/A
104.19.245.125,4,4,0.00,305.17,0.00,N/A
172.67.247.60,4,4,0.00,305.24,0.00,N/A
104.16.198.31,4,4,0.00,305.38,0.00,N/A
172.65.48.95,4,4,0.00,305.54,0.00,N/A
172.65.49.84,4,4,0.00,305.86,0.00,N/A
104.16.147.64,4,4,0.00,306.01,0.00,N/A
104.19.247.56,4,4,0.00,306.05,0.00,N/A
104.19.33.123,4,4,0.00,306.06,0.00,N/A
104.25.24.112,4,4,0.00,306.29,0.00,N/A
104.16.154.111,4,4,0.00,306.33,0.00,N/A
104.19.246.43,4,4,0.00,306.47,0.00,N/A
104.19.242.187,4,4,0.00,306.49,0.00,N/A
104.21.85.122,4,4,0.00,306.53,0.00,N/A
104.19.240.128,4,4,0.00,306.78,0.00,N/A
104.16.72.221,4,4,0.00,306.87,0.00,N/A
104.25.67.120,4,4,0.00,307.43,0.00,N/A
104.19.128.117,4,4,0.00,307.87,0.00,N/A
104.19.131.58,4,4,0.00,308.18,0.00,N/A
172.67.166.233,4,4,0.00,308.28,0.00,N/A
104.19.244.135,4,4,0.00,308.42,0.00,N/A
104.19.130.133,4,4,0.00,308.47,0.00,N/A
104.19.241.62,4,4,0.00,308.80,0.00,N/A
104.21.127.2,4,4,0.00,308.80,0.00,N/A
104.21.70.214,4,4,0.00,308.96,0.00,N/A
172.67.251.141,4,4,0.00,309.06,0.00,N/A
104.16.183.204,4,4,0.00,309.24,0.00,N/A
104.21.57.226,4,4,0.00,309.37,0.00,N/A
104.19.108.239,4,4,0.00,309.38,0.00,N/A
172.67.167.140,4,4,0.00,309.63,0.00,N/A
172.67.252.9,4,4,0.00,309.73,0.00,N/A
104.27.64.138,4,4,0.00,309.95,0.00,N/A
104.21.89.153,4,4,0.00,310.41,0.00,N/A
104.19.44.27,4,4,0.00,310.55,0.00,N/A
104.27.20.217,4,4,0.00,311.28,0.00,N/A
104.27.69.197,4,4,0.00,311.41,0.00,N/A
104.16.191.171,4,4,0.00,311.47,0.00,N/A
104.27.52.26,4,4,0.00,311.96,0.00,N/A
104.16.144.238,4,4,0.00,312.15,0.00,N/A
104.27.74.249,4,4,0.00,312.32,0.00,N/A
104.18.49.254,4,4,0.00,312.62,0.00,N/A
104.21.124.84,4,4,0.00,312.74,0.00,N/A
104.16.180.80,4,4,0.00,313.27,0.00,N/A
104.16.173.137,4,4,0.00,313.66,0.00,N/A
104.16.175.203,4,4,0.00,313.79,0.00,N/A
104.21.81.39,4,4,0.00,313.83,0.00,N/A
104.21.42.92,4,4,0.00,314.35,0.00,N/A
104.27.32.130,4,4,0.00,314.70,0.00,N/A
104.16.194.224,4,4,0.00,314.73,0.00,N/A
104.19.129.236,4,4,0.00,314.78,0.00,N/A
104.19.115.33,4,4,0.00,314.78,0.00,N/A
104.21.52.103,4,4,0.00,314.98,0.00,N/A
104.16.193.58,4,4,0.00,314.98,0.00,N/A
104.16.184.121,4,4,0.00,315.04,0.00,N/A
172.66.146.140,4,4,0.00,315.33,0.00,N/A
172.66.161.232,4,4,0.00,315.40,0.00,N/A
104.16.199.196,4,4,0.00,315.64,0.00,N/A
104.25.5.106,4,4,0.00,315.71,0.00,N/A
104.16.179.220,4,4,0.00,316.76,0.00,N/A
104.21.87.248,4,4,0.00,317.05,0.00,N/A
104.27.58.238,4,4,0.00,317.15,0.00,N/A
104.19.111.33,4,4,0.00,317.21,0.00,N/A
104.16.201.99,4,4,0.00,317.24,0.00,N/A
172.66.141.94,4,4,0.00,317.32,0.00,N/A
172.67.254.254,4,4,0.00,317.67,0.00,N/A
104.16.171.114,4,4,0.00,317.69,0.00,N/A
104.16.186.210,4,4,0.00,317.72,0.00,N/A
104.16.195.18,4,4,0.00,317.77,0.00,N/A
104.21.62.40,4,4,0.00,317.82,0.00,N/A
104.21.84.102,4,4,0.00,317.93,0.00,N/A
104.21.120.27,4,4,0.00,317.94,0.00,N/A
104.16.178.189,4,4,0.00,318.15,0.00,N/A
104.27.61.91,4,4,0.00,318.78,0.00,N/A
172.67.250.88,4,4,0.00,318.84,0.00,N/A
104.27.57.181,4,4,0.00,318.96,0.00,N/A
104.16.160.161,4,4,0.00,319.10,0.00,N/A
104.21.88.233,4,4,0.00,319.16,0.00,N/A
172.67.159.203,4,4,0.00,319.20,0.00,N/A
172.65.55.118,4,4,0.00,319.53,0.00,N/A
104.19.31.2,4,4,0.00,319.57,0.00,N/A
172.66.174.241,4,4,0.00,319.69,0.00,N/A
104.16.156.202,4,4,0.00,319.87,0.00,N/A
104.21.69.220,4,4,0.00,319.97,0.00,N/A
172.66.176.120,4,4,0.00,320.12,0.00,N/A
172.66.166.31,4,4,0.00,320.24,0.00,N/A
172.67.216.29,4,4,0.00,320.42,0.00,N/A
172.67.151.220,4,4,0.00,320.74,0.00,N/A
104.17.47.98,4,4,0.00,320.93,0.00,N/A
162.159.232.42,4,4,0.00,321.07,0.00,N/A
172.67.217.135,4,4,0.00,321.07,0.00,N/A
104.16.122.61,4,4,0.00,321.11,0.00,N/A
172.66.200.54,4,4,0.00,321.17,0.00,N/A
172.67.248.219,4,4,0.00,321.31,0.00,N/A
104.16.185.118,4,4,0.00,322.05,0.00,N/A
104.16.167.89,4,4,0.00,322.25,0.00,N/A
172.66.168.108,4,4,0.00,322.86,0.00,N/A
104.21.51.90,4,4,0.00,323.45,0.00,N/A
104.20.52.235,4,4,0.00,323.81,0.00,N/A
104.16.67.19,4,4,0.00,323.94,0.00,N/A
104.19.139.100,4,4,0.00,323.97,0.00,N/A
104.19.180.116,4,4,0.00,324.19,0.00,N/A
104.29.143.61,4,4,0.00,324.46,0.00,N/A
172.66.144.76,4,4,0.00,324.89,0.00,N/A
104.16.176.95,4,4,0.00,325.13,0.00,N/A
104.21.83.84,4,4,0.00,325.44,0.00,N/A
172.67.236.46,4,4,0.00,325.64,0.00,N/A
104.21.46.0,4,4,0.00,325.81,0.00,N/A
104.19.181.247,4,4,0.00,325.99,0.00,N/A
104.16.143.222,4,4,0.00,326.16,0.00,N/A
104.29.146.2,4,4,0.00,326.46,0.00,N/A
104.16.187.9,4,4,0.00,326.72,0.00,N/A
104.21.71.106,4,4,0.00,327.16,0.00,N/A
104.19.177.82,4,4,0.00,327.18,0.00,N/A
172.67.215.11,4,4,0.00,327.25,0.00,N/A
104.21.118.177,4,4,0.00,327.66,0.00,N/A
104.21.80.115,4,4,0.00,327.95,0.00,N/A
104.19.173.1,4,4,0.00,328.75,0.00,N/A
104.27.24.138,4,4,0.00,329.02,0.00,N/A
104.21.59.30,4,4,0.00,329.04,0.00,N/A
104.19.164.9,4,4,0.00,329.35,0.00,N/A
104.19.167.153,4,4,0.00,329.52,0.00,N/A
172.65.61.183,4,4,0.00,329.66,0.00,N/A
104.16.164.199,4,4,0.00,329.91,0.00,N/A
104.19.168.34,4,4,0.00,330.05,0.00,N/A
104.21.126.121,4,4,0.00,330.33,0.00,N/A
104.29.147.4,4,4,0.00,330.71,0.00,N/A
104.19.170.24,4,4,0.00,330.72,0.00,N/A
104.19.179.67,4,4,0.00,331.02,0.00,N/A
104.19.174.66,4,4,0.00,331.48,0.00,N/A
104.21.50.144,4,4,0.00,331.55,0.00,N/A
172.67.212.226,4,4,0.00,331.74,0.00,N/A
104.21.75.42,4,4,0.00,332.02,0.00,N/A
172.67.208.142,4,4,0.00,332.19,0.00,N/A
172.67.233.62,4,4,0.00,333.46,0.00,N/A
172.67.206.0,4,4,0.00,334.05,0.00,N/A
172.67.209.13,4,4,0.00,334.23,0.00,N/A
172.67.249.22,4,4,0.00,334.28,0.00,N/A
172.67.203.26,4,4,0.00,334.81,0.00,N/A
172.67.205.143,4,4,0.00,335.23,0.00,N/A
104.16.227.132,4,4,0.00,335.77,0.00,N/A
172.67.204.172,4,4,0.00,336.06,0.00,N/A
104.16.146.187,4,4,0.00,336.33,0.00,N/A
172.66.140.48,4,4,0.00,338.14,0.00,N/A
172.67.164.72,4,4,0.00,338.29,0.00,N/A
172.67.201.60,4,4,0.00,338.50,0.00,N/A
172.67.202.123,4,4,0.00,338.70,0.00,N/A
104.16.151.25,4,4,0.00,339.97,0.00,N/A
104.19.142.43,4,4,0.00,340.52,0.00,N/A
172.67.163.16,4,4,0.00,342.74,0.00,N/A
104.16.126.169,4,4,0.00,342.95,0.00,N/A
104.17.97.48,4,4,0.00,244.53,0.00,N/A
104.21.115.227,4,4,0.00,343.43,0.00,N/A
172.67.198.74,4,4,0.00,344.35,0.00,N/A
172.67.160.19,4,4,0.00,344.78,0.00,N/A
172.67.229.0,4,4,0.00,344.82,0.00,N/A
172.67.227.25,4,4,0.00,345.02,0.00,N/A
172.67.156.33,4,4,0.00,345.27,0.00,N/A
172.67.158.178,4,4,0.00,345.56,0.00,N/A
172.67.129.213,4,4,0.00,346.40,0.00,N/A
104.16.152.19,4,4,0.00,347.07,0.00,N/A
104.16.149.161,4,4,0.00,347.25,0.00,N/A
104.29.141.112,4,4,0.00,347.60,0.00,N/A
104.16.142.11,4,4,0.00,348.05,0.00,N/A
172.67.222.133,4,4,0.00,348.26,0.00,N/A
172.67.157.72,4,4,0.00,349.27,0.00,N/A
104.16.150.188,4,4,0.00,349.37,0.00,N/A
